"ID"	"product"	"gene"	"SRR15309076"	"SRR15309078"	"SRR15309074"	"SRR15309066"	"SRR15309082"	"SRR15309080"	"SRR15309070"	"SRR15309065"	"SRR15309072"	"SRR15309068"	"SRR15309063"	"SRR15309061"
"b1210"	"glutamyl-tRNA reductase"	"hemA"	709	1226	1140	917	1472	1282	513	1431	1082	656	936	897
"b1211"	"peptide chain release factor RF1"	"prfA"	404	872	669	490	1110	910	320	1456	582	569	429	428
"b1212"	"protein-(glutamine-N(5)) methyltransferase"	"prmC"	98	227	161	203	322	300	112	546	200	215	124	134
"b1213"	"SirB family protein YchQ"	"ychQ"	25	60	44	31	62	51	22	93	43	43	16	30
"b1214"	"transglutaminase-like/TPR repeat-containing protein"	"ychA"	692	870	898	642	1142	875	377	980	946	387	540	463
"b1215"	"3-deoxy-D-manno-octulosonate 8-phosphate synthase"	"kdsA"	2120	3113	3609	2593	4352	3750	1682	4763	3934	1804	2146	2072
"b1216"	"Na(+)/K(+):H(+) antiporter ChaA"	"chaA"	379	808	633	1017	943	843	591	1865	480	767	319	396
"b1217"	"putative cation transport regulator ChaB"	"chaB"	250	167	452	16	149	67	13	40	495	18	44	55
"b1218"	"glutathione-specific gamma-glutamylcyclotransferase"	"chaC"	441	401	842	144	467	285	104	162	1000	78	77	146
"b1219"	"DsrE/F sulfur relay family protein YchN"	"ychN"	959	1227	1152	2151	1258	853	1443	2396	1488	1212	1676	1894
"b1220"	"putative invasin YchO"	"ychO"	255	369	304	142	407	237	141	290	436	158	153	145
"b1221"	"DNA-binding transcriptional dual regulator NarL"	"narL"	234	524	324	304	856	714	230	572	364	261	855	491
"b1222"	"sensory histidine kinase NarX"	"narX"	294	627	529	377	1047	963	283	736	555	310	1237	1026
"b1223"	"nitrate:nitrite antiporter NarK"	"narK"	40	179	89	103	6503	5588	70	680	116	568	15825	9279
"b1224"	"nitrate reductase A subunit alpha"	"narG"	537	1212	658	438	21717	19033	374	3466	833	2687	78244	34264
"b1225"	"nitrate reductase A subunit beta"	"narH"	193	292	224	215	1164	698	155	2892	298	1797	4173	1980
"b1226"	"nitrate reductase 1 molybdenum cofactor assembly chaperone"	"narJ"	67	117	142	157	259	188	77	1674	89	981	823	449
"b1227"	"nitrate reductase A subunit gamma"	"narI"	46	131	102	120	269	136	57	2074	104	980	574	249
"b1228"	"putative uncharacterized protein YchS"	"ychS"	11	24	14	9	11	8	5	18	27	3	6	2
"b1229"	"protamine-like protein"	"tpr"	10	6	12	13	12	4	17	33	14	16	25	10
"b1232"	"formyltetrahydrofolate deformylase"	"purU"	1202	2324	1541	1305	2471	1867	924	2541	1386	1108	748	756
"b1233"	"NTF2-like domain-containing protein YchJ"	"ychJ"	529	846	612	336	767	613	310	857	696	325	365	300
"b1234"	"putative patatin-like phospholipase RssA"	"rssA"	1186	1279	1569	667	1285	753	340	1030	1872	376	872	657
"b1235"	"regulator of RpoS"	"rssB"	982	811	1637	316	796	580	226	517	2130	226	319	332
"b1236"	"UTP--glucose-1-phosphate uridylyltransferase"	"galU"	1313	1721	1981	1578	1923	1381	1291	3033	2310	1179	1093	1319
"b1237"	"DNA-binding transcriptional dual regulator H-NS"	"hns"	8283	11256	12794	14901	11687	8564	10688	22724	11995	9967	14667	11298
"b1238"	"thymidine/deoxyuridine kinase"	"tdk"	426	623	443	294	620	489	248	703	600	335	211	266
"b1241"	"fused acetaldehyde-CoA dehydrogenase and iron-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE"	"adhE"	18993	28173	29446	11002	41398	26404	9514	19179	35708	8091	29023	18305
"b1242"	"MarC family putative inner membrane protein YchE"	"ychE"	92	138	119	143	153	108	58	182	208	91	94	106
"b1243"	"oligopeptide ABC transporter periplasmic binding protein"	"oppA"	27315	29037	26071	9468	25343	13210	7900	11495	34345	5573	5876	4153
"b1244"	"murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppB"	"oppB"	2570	3650	2479	1889	3076	1896	1259	1947	3523	967	399	458
"b1245"	"murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppC"	"oppC"	2304	3908	2390	2227	3960	2250	1104	2594	2978	1144	579	530
"b1246"	"murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppD"	"oppD"	2539	3796	2808	2275	4396	2731	1166	2326	3432	1242	746	871
"b1247"	"murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppF"	"oppF"	2724	4101	3044	2581	5007	3196	1306	2766	3575	1229	971	1185
"b1248"	"DUF440 domain-containing protein YciU"	"yciU"	235	370	366	509	421	242	236	422	491	200	283	315
"b1249"	"cardiolipin synthase A"	"clsA"	1328	1685	2194	1909	1575	1254	1219	1960	2553	890	1170	1428
"b1250"	"K(+) channel Kch"	"kch"	286	470	616	305	427	263	290	673	617	216	389	374
"b1251"	"protein YciI"	"yciI"	438	669	660	638	687	500	581	708	907	301	428	544
"b1252"	"Ton complex subunit TonB"	"tonB"	193	521	438	411	637	435	293	512	455	263	621	700
"b1253"	"acyl-CoA thioesterase YciA"	"yciA"	122	187	152	124	197	150	62	309	159	85	53	41
"b1254"	"inner membrane protein"	"yciB"	374	631	573	415	739	494	236	981	620	341	331	314
"b1255"	"putative inner membrane protein"	"yciC"	362	515	548	493	539	421	270	744	619	297	304	316
"b1256"	"outer membrane protein W"	"ompW"	24	34	31	56	71	42	75	131	46	97	160	173
"b1257"	"DUF892 domain-containing protein YciE"	"yciE"	119	63	236	8	64	34	14	21	283	11	32	46
"b1258"	"DUF892 domain-containing protein YciF"	"yciF"	110	55	201	0	50	24	1	8	279	0	1	15
"b1259"	"stress-induced bacterial acidophilic repeat motifs-containing protein YciG"	"yciG"	67	28	195	0	61	22	2	4	329	0	4	0
"b1260"	"tryptophan synthase subunit alpha"	"trpA"	463	803	649	1445	1059	656	924	1242	644	615	469	516
"b1261"	"tryptophan synthase subunit beta"	"trpB"	595	1265	856	1508	1475	891	1305	1748	1007	894	489	356
"b1262"	"fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase"	"trpC"	369	620	469	695	607	385	508	573	570	348	146	94
"b1263"	"anthranilate synthase subunit TrpD"	"trpD"	79	118	104	43	145	106	52	102	122	53	28	33
"b1264"	"anthranilate synthase subunit TrpE"	"trpE"	36	79	62	45	74	50	28	55	68	23	37	18
"b1265"	"trp operon leader peptide"	"trpL"	2	4	7	0	3	0	2	4	9	1	4	0
"b1266"	"RNA/ssDNA 5prime->3prime exonuclease"	"yciV"	420	659	750	447	819	634	248	818	936	324	419	369
"b1267"	"putative RNA-binding protein YciO"	"yciO"	564	611	1039	532	899	613	310	853	1069	286	560	478
"b1268"	"DUF2207 domain-containing protein YciQ"	"yciQ"	119	141	138	87	152	106	63	164	242	66	77	100
"b1269"	"23S rRNA pseudouridine(2605) synthase"	"rluB"	308	491	355	237	1146	1040	114	522	423	225	157	177
"b1270"	"cobinamide/cobalamin adenosyltransferase"	"btuR"	206	342	165	514	349	237	390	674	226	290	231	241
"b1271"	"putative oxidoreductase"	"yciK"	478	724	479	1093	791	556	829	1551	589	575	743	661
"b1272"	"S49 peptidase family protein"	"sohB"	470	918	576	813	982	602	566	706	971	445	295	268
"b1273"	"protein YciN"	"yciN"	440	615	501	548	741	451	554	861	634	433	881	718
"b1274"	"DNA topoisomerase 1"	"topA"	4449	6636	5803	12105	8223	6521	7626	15685	6890	6233	1842	2528
"b1275"	"DNA-binding transcriptional dual regulator CysB"	"cysB"	3743	1332	6481	1028	1892	1494	982	2393	6674	1000	1395	1035
"b1276"	"aconitate hydratase 1"	"acnA"	8938	7734	13006	3464	7445	4112	2986	3710	16770	2036	2446	1534
"b1277"	"GTP cyclohydrolase 2"	"ribA"	703	943	827	920	1099	917	585	1350	879	493	780	731
"b1278"	"phosphatidylglycerophosphatase B"	"pgpB"	297	314	431	341	338	254	188	344	503	155	245	217
"b1279"	"lipopolysaccharide assembly protein A"	"lapA"	435	538	656	906	498	351	521	1062	824	449	389	463
"b1280"	"lipopolysaccharide assembly protein B"	"lapB"	824	1050	1112	1946	930	741	965	2087	1286	917	761	756
"b1281"	"orotidine-5prime-phosphate decarboxylase"	"pyrF"	205	347	279	575	667	631	274	598	312	220	154	204
"b1282"	"putative translation factor"	"yciH"	58	102	46	133	211	174	54	215	103	72	13	22
"b1283"	"osmotically-inducible lipoprotein OsmB"	"osmB"	1581	689	2729	126	977	744	48	115	3677	53	106	117
"b1284"	"putative DNA-binding transcriptional regulator YciT"	"yciT"	561	1025	557	593	999	586	492	1360	667	517	644	586
"b1285"	"cyclic di-GMP phosphodiesterase PdeR"	"pdeR"	883	695	1316	302	622	390	171	421	1674	165	260	228
"b1286"	"RNase II"	"rnb"	7147	4799	12476	2095	9966	7790	993	5162	15816	1802	967	760
"b1287"	"putative oxidoreductase"	"yciW"	9588	267	15688	51	1079	747	56	215	19626	70	78	101
"b1288"	"enoyl-[acyl-carrier-protein] reductase"	"fabI"	6416	8894	8724	6776	12544	10524	4345	9335	9647	3737	3642	4466
"b1289"	"DUF559 domain-containing protein YcjD"	"ycjD"	83	103	78	60	100	67	28	77	122	20	45	32
"b1290"	"putrescine ABC exporter ATP binding protein SapF"	"sapF"	232	445	387	301	605	408	201	683	403	232	315	230
"b1291"	"putrescine ABC exporter ATP binding protein SapD"	"sapD"	431	553	554	439	807	566	239	724	560	334	351	309
"b1292"	"putrescine ABC exporter membrane protein SapC"	"sapC"	121	146	193	191	198	207	87	239	197	95	110	126
"b1293"	"putrescine ABC exporter membrane subunit SapB"	"sapB"	250	278	299	284	334	306	144	384	360	148	151	215
"b1294"	"putative periplasmic binding protein SapA"	"sapA"	830	1144	1291	955	1322	951	586	1504	1519	568	871	647
"b1295"	"DUF2543 domain-containing protein YmjA"	"ymjA"	116	217	188	81	202	118	91	216	159	76	91	56
"b1296"	"putrescine:H(+) symporter PuuP"	"puuP"	55	97	76	160	90	55	161	242	126	88	39	43
"b1297"	"glutamate-putrescine ligase"	"puuA"	199	213	166	680	103	90	759	809	170	339	62	70
"b1298"	"gamma-glutamyl-gamma-aminobutyrate hydrolase"	"puuD"	86	167	119	204	120	71	224	241	135	105	20	21
"b1299"	"DNA-binding transcriptional repressor PuuR"	"puuR"	130	172	136	272	145	89	174	268	219	127	70	61
"b1300"	"gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase"	"puuC"	41	35	51	34	35	25	64	48	80	28	30	47
"b1301"	"gamma-glutamylputrescine oxidase"	"puuB"	27	21	37	45	26	13	37	17	59	15	19	27
"b1302"	"4-aminobutyrate aminotransferase PuuE"	"puuE"	30	37	80	70	52	43	38	43	67	15	26	28
"b1303"	"DNA-binding transcriptional dual regulator PspF"	"pspF"	148	209	214	303	195	183	227	366	265	162	254	175
"b1304"	"phage shock protein A"	"pspA"	721	415	985	348	604	391	180	482	1044	250	577	319
"b1305"	"phage shock protein B"	"pspB"	31	22	31	27	37	28	10	17	62	6	11	12
"b1306"	"phage shock protein C"	"pspC"	54	35	39	36	38	27	18	45	87	18	27	8
"b1307"	"phage shock protein D"	"pspD"	61	40	74	26	53	39	21	57	119	16	36	29
"b1308"	"thiosulfate sulfurtransferase PspE"	"pspE"	729	884	558	1691	896	750	1212	1994	676	1247	2842	1851
"b1309"	"glucosylglycerate phosphorylase"	"ycjM"	41	87	46	363	71	53	210	620	66	252	244	171
"b1310"	"putative ABC transporter periplasmic binding protein YcjN"	"ycjN"	19	34	12	142	19	16	158	474	22	223	172	87
"b1311"	"putative ABC transporter membrane subunit YcjO"	"ycjO"	13	16	21	62	12	6	32	94	14	56	34	29
"b1312"	"putative ABC transporter membrane subunit YcjP"	"ycjP"	11	15	17	40	14	14	32	103	23	47	40	15
"b1313"	"D-guloside 3-dehydrogenase"	"ycjQ"	15	34	18	104	46	24	71	188	36	109	85	93
"b1314"	"3-dehydro-D-guloside 4-epimerase"	"ycjR"	19	21	30	72	35	21	39	111	31	71	59	38
"b1315"	"D-glucoside 3-dehydrogenase"	"ycjS"	30	51	51	58	43	45	67	184	61	114	94	57
"b1316"	"kojibiose phosphorylase"	"ycjT"	39	59	82	130	86	40	59	164	97	113	60	51
"b1317"	"beta-phosphoglucomutase"	"ycjU"	17	21	24	18	17	16	22	27	17	7	17	16
"b1319"	"outer membrane porin G"	"ompG"	0	5	0	2	0	7	6	17	8	6	14	16
"b1320"	"DNA-binding transcriptional repressor YcjW"	"ycjW"	85	156	170	203	111	106	132	266	170	97	146	119
"b1321"	"DUF463 domain-containing protein YcjX"	"ycjX"	642	822	1065	3401	423	382	1939	2787	1313	1509	245	350
"b1322"	"DUF697 domain-containing inner membrane protein YcjF"	"ycjF"	271	491	404	1768	257	196	979	1212	598	766	178	271
"b1323"	"DNA-binding transcriptional dual regulator TyrR"	"tyrR"	1219	1579	1890	1806	1836	1458	1143	2299	1948	1002	1909	1881
"b1324"	"lipid hydroperoxide peroxidase"	"tpx"	9745	14443	12421	9381	17397	12924	7874	17601	13208	6443	9261	9058
"b1325"	"L-Ala-D/L-Glu epimerase"	"ycjG"	582	618	789	558	728	489	372	690	953	295	307	292
"b1326"	"murein tripeptide amidase A"	"mpaA"	549	635	915	467	577	402	294	611	1044	229	343	256
"b1327"	"putative hydrolase YcjY"	"ycjY"	76	57	96	32	78	56	28	63	130	26	37	70
"b1328"	"DNA-binding transcriptional repressor PgrR"	"pgrR"	188	234	279	181	188	178	127	309	270	111	142	137
"b1329"	"murein tripeptide ABC transporter periplasmic binding protein"	"mppA"	1164	1481	1198	2671	1681	1223	1900	4606	1250	1863	1779	1562
"b1330"	"small conductance mechanosensitive channel YnaI"	"ynaI"	215	261	282	264	297	316	183	420	331	189	239	241
"b1331"	"IS5 transposase and trans-activator"	"insH4"	20	26	13	9	20	24	7	18	22	6	19	5
"b1332"	"DUF2534 domain-containing protein YnaJ"	"ynaJ"	549	1151	872	1039	1211	1074	655	1134	801	639	256	293
"b1333"	"universal stress protein E"	"uspE"	3428	3802	4715	3010	4445	2970	2934	4202	6095	1789	8134	5417
"b1334"	"DNA-binding transcriptional dual regulator FNR"	"fnr"	2879	5160	4237	3402	4993	3746	2590	6103	4708	2447	1762	1200
"b1335"	"methylated-DNA--[protein]-cysteine S-methyltransferase"	"ogt"	429	440	689	170	521	361	117	288	739	94	255	146
"b1336"	"p-aminobenzoyl glutamate:H(+) symporter"	"abgT"	35	42	37	55	48	44	26	41	51	19	29	21
"b1337"	"p-aminobenzoyl-glutamate hydrolase subunit B"	"abgB"	53	74	108	43	69	40	31	59	147	25	37	50
"b1338"	"p-aminobenzoyl-glutamate hydrolase subunit A"	"abgA"	39	41	35	33	33	28	23	34	45	16	23	15
"b1339"	"putative LysR-type DNA-binding transcriptional regulator AbgR"	"abgR"	257	396	267	432	400	220	240	581	255	233	224	218
"b1340"	"DNA endonuclease SmrA"	"smrA"	165	238	236	156	285	252	85	251	308	84	89	113
"b1341"	"diguanylate cyclase DgcM"	"dgcM"	408	420	1049	160	318	194	85	198	1178	70	91	63
"b1342"	"Zn(2(+)):H(+) symporter"	"zntB"	574	712	861	500	554	343	343	424	1186	290	273	254
"b1343"	"ATP-dependent RNA helicase DbpA"	"dbpA"	378	339	602	136	568	380	71	205	777	86	54	76
"b1344"	"tRNA cytosine(32) 2-sulfurtransferase TtcA"	"ttcA"	323	590	418	383	1068	879	192	648	518	277	207	175
"b1345"	"Rac prophage putative integrase"	"intR"	63	110	89	22	103	57	23	92	94	27	24	32
"b1346"	"Rac prophage excisionase"	"xisR"	1	1	0	2	2	1	0	2	5	0	2	0
"b1347"	"Rac prophage double-strand break reduction protein"	"rcbA"	1	0	0	0	4	0	1	3	0	2	2	7
"b1348"	"Rac prophage endodeoxyribonuclease toxin RalR"	"ralR"	0	0	0	0	1	0	0	3	0	0	0	0
"b1349"	"Rac prophage recombinase RecT"	"recT"	24	26	25	27	29	34	20	35	44	25	23	29
"b1350"	"Rac prophage exonuclease VIII  ds DNA exonuclease  5prime --> 3prime specific"	"recE"	56	90	84	33	68	56	42	70	141	26	50	34
"b1351"	"Rac prophage protein RacC"	"racC"	4	4	4	2	1	2	0	6	8	0	1	4
"b1352"	"Rac prophage inhibitor of FtsZ"	"kilR"	0	3	2	0	0	1	1	1	2	0	1	0
"b1353"	"Rac prophage phage superinfection exclusion protein"	"sieB"	57	34	40	41	21	26	9	35	61	5	20	32
"b1355"	"Rac prophage uncharacterized protein YdaG"	"ydaG"	0	7	6	0	2	3	4	1	8	4	5	0
"b1356"	"Rac prophage DNA-binding transcriptional repressor RacR"	"racR"	567	856	764	544	894	595	396	1102	867	435	823	629
"b1357"	"Rac prophage toxin YdaS"	"ydaS"	13	28	23	2	28	10	10	18	16	6	8	12
"b1358"	"Rac prophage protein YdaT"	"ydaT"	6	6	13	9	13	7	4	9	19	7	7	4
"b1359"	"Rac prophage DUF1376 domain-containing protein YdaU"	"ydaU"	48	50	40	14	49	13	10	47	57	12	16	18
"b1360"	"Rac prophage putative ATP-binding protein YdaV"	"ydaV"	14	23	29	22	17	15	5	29	30	4	4	4
"b1361"	"Rac prophage putative uncharacterized protein YdaW"	"ydaW"	24	39	31	19	28	11	12	32	61	7	11	21
"b1363"	"Rac prophage K(+) transporter TrkG"	"trkG"	206	294	204	153	382	260	105	330	285	101	160	104
"b1365"	"Rac prophage ParB-like nuclease domain-containing protein YnaK"	"ynaK"	2	7	8	3	11	3	1	11	7	2	6	3
"b1366"	"Rac prophage putative uncharacterized protein YdaY"	"ydaY"	7	4	3	5	11	0	7	13	9	11	2	0
"b1368"	"Rac prophage putative prophage tail length tape measure domain-containing protein YnaA"	"ynaA"	32	39	51	12	48	9	22	32	69	13	23	46
"b1370"	"Rac prophage IS5 transposase and trans-activator"	"insH5"	99	126	146	79	237	207	51	113	150	53	140	77
"b1372"	"Rac prophage putative prophage side tail fiber protein StfR"	"stfR"	120	127	182	44	105	90	41	77	207	22	65	67
"b1373"	"Rac prophage putative tail fiber assembly protein TfaR"	"tfaR"	3	3	1	0	4	7	1	4	6	2	2	10
"b1374"	"Rac prophage putative site-specific recombinase"	"pinR"	20	21	40	4	14	8	8	12	48	8	21	22
"b1375"	"Rac prophage uncharacterized protein YnaE"	"ynaE"	3	4	3	0	11	9	2	14	5	3	5	1
"b1376"	"nucleotide binding filament protein"	"uspF"	1204	953	1379	847	1323	1028	653	1185	1971	467	2839	1557
"b1377"	"outer membrane porin N"	"ompN"	18	28	32	11	20	17	3	11	57	5	17	19
"b1378"	"putative pyruvate-flavodoxin oxidoreductase"	"ydbK"	4559	2764	6399	1797	3379	1978	1499	3413	8374	1443	3721	2203
"b1379"	"lipoprotein implicated in Novobiocin resistance"	"hslJ"	404	446	533	240	437	270	148	267	741	125	118	170
"b1380"	"D-lactate dehydrogenase"	"ldhA"	292	245	424	643	247	154	357	247	877	230	214	201
"b1381"	"PF11739 family protein YdbH"	"ydbH"	473	749	851	800	914	707	512	1057	963	540	668	495
"b1382"	"lipoprotein YnbE"	"ynbE"	2	6	0	0	2	0	1	4	0	1	0	13
"b1383"	"DUF1318 domain-containing protein YdbL"	"ydbL"	88	129	57	86	115	83	58	192	125	69	58	27
"b1384"	"DNA-binding transcriptional activator FeaR"	"feaR"	2152	1620	954	1355	795	397	967	2103	1465	837	255	111
"b1385"	"phenylacetaldehyde dehydrogenase"	"feaB"	419	345	476	286	353	190	180	335	613	131	78	65
"b1386"	"copper-containing amine oxidase"	"tynA"	87	146	124	82	91	67	50	109	181	42	57	66
"b1387"	"fused 3-oxo-5 6-dehydrosuberyl-CoA semialdehyde dehydrogenase and oxepin-CoA hydrolase"	"paaZ"	39	50	54	107	49	34	65	61	105	37	30	21
"b1388"	"phenylacetyl-CoA 1 2-epoxidase  monooxygenase subunit"	"paaA"	160	134	148	239	107	53	248	550	251	173	117	33
"b1389"	"phenylacetyl-CoA 1 2-epoxidase subunit B"	"paaB"	26	30	10	55	17	7	39	58	20	21	10	4
"b1390"	"phenylacetyl-CoA 1 2-epoxidase  structural subunit"	"paaC"	66	71	63	129	50	22	126	229	105	92	79	83
"b1391"	"phenylacetate degradation protein"	"paaD"	42	56	37	118	36	22	77	111	78	45	35	9
"b1392"	"phenylacetyl-CoA 1 2-epoxidase  reductase subunit"	"paaE"	79	119	79	203	94	60	152	223	166	81	98	61
"b1393"	"putative 2 3-dehydroadipyl-CoA hydratase"	"paaF"	47	63	48	78	57	29	55	87	82	44	52	24
"b1394"	"putative ring 1 2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)"	"paaG"	27	48	31	45	21	26	42	39	40	33	21	12
"b1395"	"3-hydroxyadipyl-CoA dehydrogenase"	"paaH"	47	90	76	90	84	43	60	66	98	41	61	33
"b1396"	"phenylacetyl-CoA thioesterase"	"paaI"	10	16	16	19	18	9	16	15	15	8	20	16
"b1397"	"beta-ketoadipyl-CoA thiolase"	"paaJ"	696	798	431	567	585	360	472	793	534	330	263	215
"b1398"	"phenylacetate-CoA ligase"	"paaK"	990	1153	592	914	721	470	690	977	907	400	227	215
"b1399"	"DNA-binding transcriptional repressor PaaX"	"paaX"	426	562	475	387	401	208	271	379	658	190	182	152
"b1400"	"2-hydroxycyclohepta-1 4 6-triene-1-carboxyl-CoA thioesterase"	"paaY"	275	351	301	238	282	199	216	364	433	151	173	186
"b1402"	"IS2 insertion element protein InsB"	"insD2"	0	0	0	0	0	0	0	0	0	0	0	0
"b1403"	"IS2 insertion element repressor InsA"	"insC2"	0	0	0	0	0	0	0	0	0	0	0	0
"b1404"	"IS30 transposase"	"insI2"	1	0	2	3	0	1	0	1	0	0	0	0
"b1406"	"pyridoxine 4-dehydrogenase"	"pdxI"	542	426	632	460	417	225	289	395	849	197	387	294
"b1407"	"DUF2773 domain-containing protein YdbD"	"ydbD"	26	43	40	14	41	26	16	123	44	32	28	14
"b1408"	"CDP-alcohol phosphatidyltransferase domain-containing protein YnbA"	"ynbA"	5	7	2	0	1	5	3	8	4	2	1	3
"b1409"	"putative CDP-diglyceride synthase"	"ynbB"	1	1	3	0	1	1	0	7	5	2	1	0
"b1410"	"hydrolase/methyltransferase domain-containing protein YnbC"	"ynbC"	70	66	82	60	74	50	24	63	93	19	32	19
"b1411"	"phosphatase domain-containing protein YnbD"	"ynbD"	69	67	94	38	112	53	26	58	134	30	34	34
"b1412"	"FMN dependent NADH:quinone oxidoreductase"	"azoR"	360	575	407	383	558	436	259	488	600	239	236	195
"b1413"	"ATP-dependent RNA helicase HrpA"	"hrpA"	2043	2321	2897	1622	3427	2723	1110	2416	3671	1274	1780	1148
"b1414"	"DUF218 domain-containing protein YdcF"	"ydcF"	711	939	1062	488	1049	721	370	707	1179	283	356	502
"b1415"	"aldehyde dehydrogenase A"	"aldA"	47787	61178	26330	53071	46587	20381	46501	53168	46102	36717	7060	4940
"b1418"	"superoxide oxidase"	"cybB"	498	852	690	844	1045	859	654	1597	752	619	659	573
"b1419"	"protein YdcA"	"ydcA"	74	117	90	158	125	104	62	286	145	75	135	130
"b1420"	"putative regulatory protein MokB"	"mokB"	31	27	45	25	26	22	18	18	80	17	17	16
"b1421"	"methyl-accepting chemotaxis protein Trg"	"trg"	157	308	155	2957	399	282	2861	3740	236	1221	1898	1329
"b1422"	"DNA-binding transcriptional dual regulator YdcI"	"ydcI"	3326	4364	1926	3598	2672	1345	2760	8208	2336	2905	497	359
"b1423"	"DUF1338 domain-containing protein YdcJ"	"ydcJ"	2180	839	1742	194	543	279	132	274	2897	95	147	105
"b1424"	"glucan biosynthesis protein D"	"opgD"	1353	1988	1640	1936	2289	1530	1217	3457	1817	1412	1006	974
"b1426"	"protein YdcH"	"ydcH"	672	367	489	132	399	277	219	214	801	100	622	430
"b1427"	"ribosomal-protein-L12-serine N-acetyltransferase"	"rimL"	305	343	363	171	350	220	140	251	337	98	145	119
"b1428"	"putative enzyme YdcK"	"ydcK"	323	267	600	58	234	111	45	58	770	30	55	59
"b1429"	"tellurite resistance protein"	"tehA"	280	285	337	217	301	225	101	252	498	132	129	84
"b1430"	"tellurite methyltransferase"	"tehB"	630	631	680	328	865	591	290	555	971	232	351	235
"b1431"	"DUF3313 domain-containing lipoprotein YdcL"	"ydcL"	1667	1149	2976	565	1111	698	414	936	3084	490	709	552
"b1432"	"putative insertion element transposase InsQ"	"insQ"	626	842	955	396	922	816	348	689	1013	249	495	492
"b1433"	"putative transport protein YdcO"	"ydcO"	79	103	90	225	101	79	141	285	110	149	195	117
"b1434"	"DNA-binding transcriptional dual regulator SutR"	"sutR"	80	70	113	58	87	67	59	113	104	57	75	75
"b1435"	"23S rRNA 5-hydroxycytidine C2501 synthase"	"rlhA"	371	646	516	451	1438	1260	221	657	614	310	238	281
"b1436"	"protein YncJ"	"yncJ"	15	15	9	10	14	17	9	18	20	15	1	2
